experiment,seed,n,E_exact,E_learned,E_rel,L2,integral,collapse,path
A1,3,12,11.5,8.403176307678223,0.2692890167236094,1.4089136793710448,0.9961628913879395,False,outputs/Harmonic/runs/A1_seed3/mode_12/metrics.json
A1,4,12,11.5,9.512493133544922,0.17282668403955698,1.407330233308479,0.9967758655548096,False,outputs/Harmonic/runs/A1_seed4/mode_12/metrics.json
A1,0,13,12.5,9.899137496948242,0.20806900024412397,1.4131977909160784,0.9972886443138123,False,outputs/Harmonic/runs/A1_seed0/mode_13/metrics.json
A1,1,13,12.5,10.241419792175293,0.1806864166259621,1.4126802773537168,0.9958351254463196,False,outputs/Harmonic/runs/A1_seed1/mode_13/metrics.json
A1,2,13,12.5,10.282282829284668,0.17741737365721236,1.4126985370523004,0.9958888292312622,False,outputs/Harmonic/runs/A1_seed2/mode_13/metrics.json
A1,3,13,12.5,10.203669548034668,0.18370643615721186,1.412665454069714,0.9957827925682068,False,outputs/Harmonic/runs/A1_seed3/mode_13/metrics.json
A1,4,13,12.5,9.514544486999512,0.23883644104001994,1.4103421897428787,0.9962314963340759,False,outputs/Harmonic/runs/A1_seed4/mode_13/metrics.json
A1,0,14,13.5,10.604866027832031,0.21445436830872253,1.4117163436807338,0.9965816736221313,False,outputs/Harmonic/runs/A1_seed0/mode_14/metrics.json
A1,1,14,13.5,10.286050796508789,0.2380703113697017,1.4122582416770872,0.9975235462188721,False,outputs/Harmonic/runs/A1_seed1/mode_14/metrics.json
A1,2,14,13.5,10.36059284210205,0.23254867836279383,1.409899725485959,0.9974769353866577,False,outputs/Harmonic/runs/A1_seed2/mode_14/metrics.json
A1,3,14,13.5,10.333958625793457,0.23452158327454137,1.411817574985317,0.9966649413108826,False,outputs/Harmonic/runs/A1_seed3/mode_14/metrics.json
A1,4,14,13.5,10.411858558654785,0.22875121787740638,1.4116447656030275,0.9965996742248535,False,outputs/Harmonic/runs/A1_seed4/mode_14/metrics.json
A1,0,15,14.5,11.728528022766113,0.19113599842991003,1.4117645115997972,0.9950588941574097,False,outputs/Harmonic/runs/A1_seed0/mode_15/metrics.json
A1,1,15,14.5,11.966591835021973,0.17471780448123123,1.4116896446512723,0.9948478937149048,False,outputs/Harmonic/runs/A1_seed1/mode_15/metrics.json
A1,2,15,14.5,11.716423034667969,0.19197082519529926,1.4117892764506002,0.995132327079773,False,outputs/Harmonic/runs/A1_seed2/mode_15/metrics.json
